Video_ID,,,,,,,,,,,
Football_Running_Ski_Drive_Beach_1.mp4,,1,Football,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_2.mp4,,2,Running,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_3.mp4,,3,Ski,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_4.mp4,,4,Drive,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_5.mp4,,5,Beach,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_6.mp4,,6,Traffic,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_7.mp4,,7,Satellite,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_8.mp4,,,,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_9.mp4,,,,,1,1,1,1,1,0,0
Football_Running_Ski_Drive_Beach_10.mp4,,,,,1,1,1,1,1,0,0
Running_Ski_Traffic_Satellite_1.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_2.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_3.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_4.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_5.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_6.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_7.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_8.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_9.mp4,,,,,0,1,1,0,0,1,1
Running_Ski_Traffic_Satellite_10.mp4,,,,,0,1,1,0,0,1,1
Traffic_1.mp4,,,,,0,0,0,0,0,1,0
Traffic_2.mp4,,,,,0,0,0,0,0,1,0
Traffic_3.mp4,,,,,0,0,0,0,0,1,0
Traffic_4.mp4,,,,,0,0,0,0,0,1,0
Traffic_5.mp4,,,,,0,0,0,0,0,1,0
Ski_1.mp4,,,,,0,0,1,0,0,0,0
Ski_2.mp4,,,,,0,0,1,0,0,0,0
Ski_3.mp4,,,,,0,0,1,0,0,0,0
Ski_4.mp4,,,,,0,0,1,0,0,0,0
Ski_5.mp4,,,,,0,0,1,0,0,0,0
Satellite_1.mp4,,,,,0,0,0,0,0,0,1
Satellite_2.mp4,,,,,0,0,0,0,0,0,1
Satellite_3.mp4,,,,,0,0,0,0,0,0,1
Satellite_4.mp4,,,,,0,0,0,0,0,0,1
Satellite_5.mp4,,,,,0,0,0,0,0,0,1
Running_1.mp4,,,,,0,1,0,0,0,0,0
Running_2.mp4,,,,,0,1,0,0,0,0,0
Running_3.mp4,,,,,0,1,0,0,0,0,0
Running_4.mp4,,,,,0,1,0,0,0,0,0
Running_5.mp4,,,,,0,1,0,0,0,0,0
Football_1.mp4,,,,,1,0,0,0,0,0,0
Football_2.mp4,,,,,1,0,0,0,0,0,0
Football_3.mp4,,,,,1,0,0,0,0,0,0
Football_4.mp4,,,,,1,0,0,0,0,0,0
Football_5.mp4,,,,,1,0,0,0,0,0,0
Drive_1.mp4,,,,,0,0,0,1,0,0,0
Drive_2.mp4,,,,,0,0,0,1,0,0,0
Drive_3.mp4,,,,,0,0,0,1,0,0,0
Drive_4.mp4,,,,,0,0,0,1,0,0,0
Drive_5.mp4,,,,,0,0,0,1,0,0,0
Beach_1.mp4,,,,,0,0,0,0,1,0,0
Beach_2.mp4,,,,,0,0,0,0,1,0,0
Beach_3.mp4,,,,,0,0,0,0,1,0,0
Beach_4.mp4,,,,,0,0,0,0,1,0,0
Beach_5.mp4,,,,,0,0,0,0,1,0,0
